סמל מוסד,שם מוסד,יישוב
384370,"ישיבה תנכ""ית זכרון יעקב",זכרון יעקב
384461,"חט""ב עארה",ערערה
384545,"ישיבה תיכונית ממ""ד",חריש
410076,אורט אולפנת יבנה,יבנה
410225,"תיכון ע""ש אל""מ עודד ראור",קדימה-צורן
417204,אורט להנדסה ומדעים לוד,לוד
420018,על יסודי צור הדסה,צור הדסה
420026,ישיבת מערב שומרון,אלקנה
420042,אורט אלון עפולה,עפולה
420059,עגורים,מטולה
420109,יהודה הלוי,נתניה
420141,רימונים,עפולה
420190,מוסד יובלים,רמלה
420414,מיוחד צורים,הוד השרון
420489,"מקיף י""א",ראשון לציון
420554,מפתן טירה,טירה
420570,מקיף מערבי,בועיינה נוג'ידאת
421032,מיוחד לוטם,רחובות
421040,בית חולים שלוותה,הוד השרון
421081,ניצנים,גדרה
421115,שיקמים,ראשון לציון
430488,מפתן,כפר סבא
430678,מפתן ארזים,יבנה
431189,מרכז נוער ממלכתי,נתניה
431205,"מרכז נוער ממ""ד",נתניה
431254,בית חינוך טכנולוגי אמית רמלה,רמלה
440016,תיכון דה שליט,רחובות
440024,"תיכון ע""ש אוסטרובסקי",רעננה
440040,"חמ""ד אמית הלל",רחובות
440065,גמנסיה ראלית עש קררי,ראשון לציון
440073,"מקיף ממ""ד",ראשון לציון
440081,אולפנית ישורון,פתח תקווה
440099,תיכון ברנר,פתח תקווה
440107,שש שנתי אחד העם,פתח תקווה
440115,מקיף טשרניחובסקי,נתניה
440131,תיכון בית יעקב,נתניה
440149,תורני ואולפ' בר אילן,נתניה
440172,תיכון כצנלסון,כפר סבא
440180,מקיף הדסים,אבן יהודה
440198,"דרכא ע""ש מנחם בגין",גדרה
440206,תיכון דתי באר יעקב,באר יעקב
440214,בית רבקה,"כפר חב""ד"
440230,כתר תורה,יבנה
440248,בן-גוריון נס-ציונה,נס ציונה
440255,תיכון בית חנה,נתניה
440263,עיוני בית יעקב,פתח תקווה
440289,מקיף יהוד,יהוד-מונוסון
440297,ישיבת כפר גנים,פתח תקווה
440305,מכון ש.פ.י.,יהוד-מונוסון
440313,תיכון בית יעקב,רחובות
440321,"ישיבת בנ""ע כפר הרואה","כפר הרא""ה"
440339,ישיבת בני עקיבא נחלים,נחלים
440347,ישיבת בני עקיבא,נתניה
440354,"תיכון מח""ט קלנסואה",קלנסווה
440362,"ישיבת בנ""ע הדרום רחובות",רחובות
440370,"ישיבת בנ""ע רעננה",רעננה
440388,אולפנת בני עקיבא אמנה,כפר סבא
440446,רב תחומי עמל תלמים ירושלים,ירושלים
440479,אולפנא בני עקיבא צפירה,צפריה
440487,"ישיבת בנ""ע נווה הרצוג",ניר גלים
440495,כנפי רוח,ראש העין
440545,גמנסיה עתידים לילנטל,רמלה
440560,תיכון גבעת ושינגטון,בית רבן
440586,נווה דעת,פתח תקווה
440594,ברנקו וייס מודיעין,מודיעין-מכבים-רעות
440636,ישיבת ברכת תורה,ירושלים
440644,נזר התלמוד,ביתר עילית
440677,דרכי שרה,ירושלים
440727,ישיבת תומכי תמימים,לוד
440768,ישיבת דברי חיים,נתניה
440784,"ראס אלעמוד ע""ס לבנות",ירושלים
440800,ישיבת אור ישראל,פתח תקווה
440834,"אולפנא בהר""ן",גדרה
440875,עירוני ד' גן נחום,ראשון לציון
440883,אולפנא השומרון,אלקנה
440909,"אולפנת אמי""ת להבה",קדומים
440917,עירוני ה' מקיף,ראשון לציון
440925,"אורט יובלי אריאל בי""ס ומכללה",אריאל
440933,תיכון בית יעקב,עמנואל
440941,תיכון הראל,כפר סבא
